name,surname,level
Jamie,Thomas,intermediate
Zachary,Gray,expert
Jasmine,Lewis,expert
Roy,Thomas,beginner
Erin,Jackson,intermediate
David,Phillips,intermediate
Charles,Porter,beginner
Douglas,Rice,beginner
Brenda,Finley,intermediate
Kevin,Hoffman,expert
Shawn,Shepard,expert
Christian,Stewart,intermediate
Priscilla,Harrison,intermediate
Jennifer,Jones,intermediate
Amber,Mcclain,beginner
Jill,Bowers,intermediate
Christopher,Torres,expert
Susan,Huang,intermediate
Susan,Hickman,intermediate
Rebecca,Bond,expert
Julie,Kemp,intermediate
Raven,Hughes,intermediate
Heidi,Chen,beginner
Michael,Williams,expert
Katrina,Smith,expert
Jason,Goodwin,beginner
John,Hernandez,beginner
Christina,Cline,expert
Scott,Castillo,intermediate
Jeremy,Vasquez,expert
Jacob,Weaver,intermediate
Sharon,Mckenzie,intermediate
Christopher,Kelley,intermediate
Katherine,Davis,beginner
Claire,Pacheco,beginner
Charles,Johnson,expert
Natalie,Lopez,intermediate
Ashley,Foley,expert
Darren,Freeman,intermediate
Adriana,Goodman,beginner
Kevin,Herman,expert
Jason,Daniel,beginner
Jonathan,Shelton,beginner
Karina,Morrison,expert
Russell,Cunningham,intermediate
Daniel,Perry,expert
Cory,Mueller,intermediate
Janice,Marshall,beginner
Lisa,Kim,beginner
Blake,Cooper,expert
Colton,Roberts,beginner
Renee,Roman,expert
Darlene,Parker,beginner
Christina,Mitchell,expert
Mary,Rhodes,beginner
Craig,Barrett,expert
Teresa,Franklin,expert
John,Henderson,intermediate
Rebecca,Hernandez,intermediate
Steven,Wells,beginner
David,Woods,expert
Ryan,Johnson,beginner
Joseph,Wiggins,expert
Gregory,Welch,beginner
Elizabeth,Graham,intermediate
Jeffrey,Lamb,intermediate
Latasha,Jones,beginner
John,Davis,intermediate
Jose,Durham,beginner
Michelle,Lopez,expert
Manuel,Allen,expert
Sarah,Kelly,intermediate
Richard,Cannon,intermediate
Molly,Baxter,intermediate
Randy,Murray,expert
Linda,Owen,intermediate
James,Stewart,expert
John,Dixon,beginner
Laurie,Richardson,beginner
Frances,Ramsey,beginner
Justin,Campos,intermediate
Joan,Anderson,intermediate
Chad,Morris,expert
Caleb,Dillon,expert
Julie,Dennis,beginner
Taylor,Ingram,beginner
Daniel,Schultz,expert
Emily,Garcia,beginner
Karina,Hanna,intermediate
Shannon,Carpenter,expert
Philip,Brown,intermediate
Charles,Obrien,beginner
James,Chapman,beginner
Amanda,Howard,expert
Brandon,Graham,intermediate
Adam,Evans,expert
Stephen,Moore,expert
Ashley,Whitney,intermediate
William,Charles,expert
Brooke,King,expert
Tyler,Taylor,expert
Mark,Delacruz,beginner
Debra,Hampton,expert
Jared,Hernandez,expert
Sandra,Lee,intermediate
Carmen,Morrow,beginner
Alicia,Moore,expert
Chelsey,Barnett,expert
Sean,Davenport,expert
Julia,Burnett,beginner
Bob,Proctor,intermediate
Anna,Jackson,beginner
Jason,Green,intermediate
Ryan,Decker,beginner
Mark,Roberts,expert
Carol,Williams,beginner
Seth,Hoover,expert
Marie,Moran,beginner
Justin,Simmons,expert
Kevin,Green,expert
John,Richardson,beginner
Teresa,Castro,intermediate
James,Meyer,beginner
Shawn,Williams,expert
Andrew,Mora,beginner
Lisa,Washington,intermediate
Catherine,Marks,expert
Cynthia,Taylor,expert
Carl,Kelley,expert
David,Pham,beginner
Michelle,Higgins,intermediate
Robert,Davila,intermediate
Ann,Miller,intermediate
Kenneth,Miller,beginner
Sheri,Mueller,intermediate
Michael,Gutierrez,expert
Ricky,Davis,intermediate
Candice,Fitzgerald,expert
Kenneth,Jones,beginner
Colleen,Humphrey,expert
Elizabeth,Dalton,expert
Katie,Garcia,intermediate
Nathan,Arroyo,intermediate
Jessica,Cox,beginner
Bryce,Jacobs,beginner
Julie,Marquez,beginner
Melissa,Parker,expert
Patrick,Klein,intermediate
Joseph,Barker,expert
Ryan,Beltran,beginner
Karen,Chan,beginner
Regina,Rowe,expert
Wesley,Middleton,intermediate
Martin,Gross,expert
William,Reynolds,expert
Katherine,Kelley,intermediate
Charles,Armstrong,beginner
Oscar,Hall,expert
Angela,Berry,intermediate
Kristin,Bowman,beginner
Autumn,Neal,beginner
Melissa,Hernandez,intermediate
Tiffany,Price,beginner
Betty,Wilson,beginner
James,Manning,beginner
Jessica,White,beginner
Christopher,Mccullough,intermediate
Thomas,Hart,beginner
Amy,Jackson,expert
Amanda,White,expert
Joshua,Wilkins,expert
Jennifer,Dudley,intermediate
Stephanie,Webb,expert
Jeffrey,English,intermediate
Nancy,Robinson,expert
Eric,Rios,beginner
Samuel,Allen,intermediate
Frank,Garza,intermediate
Sandra,Rodriguez,expert
Russell,Mcfarland,intermediate
James,Day,intermediate
Megan,Mccall,intermediate
Amy,Riggs,expert
Sandra,Allen,expert
Robert,Murphy,beginner
Melissa,Evans,expert
Samantha,Bailey,expert
Susan,Carroll,intermediate
Anita,Harris,beginner
Lisa,Mills,intermediate
Amy,Brennan,intermediate
Timothy,Gonzalez,beginner
David,Madden,beginner
Nicholas,Henry,intermediate
Nancy,Jones,expert
Melissa,Washington,expert
Cameron,Allen,beginner
Kenneth,Smith,intermediate
Jennifer,Clark,expert
Christopher,Davis,beginner
Nicholas,Shaw,intermediate
Jerry,Stephens,beginner
Amanda,Ross,expert
Charles,Bush,intermediate
Christina,Richardson,beginner
Alyssa,Knox,expert
Sarah,Powell,expert
Laura,Velez,intermediate
Vanessa,Zimmerman,beginner
Nicole,Williams,intermediate
Terri,Jackson,beginner
Brian,Scott,beginner
Aaron,Jennings,beginner
Christopher,Chapman,beginner
Mark,Smith,expert
Theresa,Kirk,expert
Jennifer,Edwards,intermediate
Vicki,Reeves,beginner
Lisa,Walsh,expert
Shannon,Crawford,intermediate
Juan,Perez,beginner
Erin,Wallace,beginner
Tony,Clark,expert
John,Mason,beginner
Denise,Perkins,beginner
Ashley,Krueger,expert
Shannon,Guerrero,beginner
Tiffany,Gray,intermediate
Amanda,Fowler,intermediate
Jessica,Black,expert
Eric,Lucas,beginner
Susan,Moore,beginner
James,Buck,intermediate
Maria,Neal,expert
Drew,Bennett,expert
Vincent,Martinez,intermediate
Daniel,Gutierrez,beginner
Heather,Wilson,expert
Christopher,Warren,intermediate
Krystal,Joyce,beginner
Stephen,Cooper,intermediate
Debra,Krause,beginner
Kathleen,Gonzalez,intermediate
Rachel,Acevedo,beginner
Henry,King,expert
Candice,Myers,expert
Cathy,Boyd,expert
Kevin,Reyes,expert
Duane,Rodriguez,beginner
Christopher,Johnson,expert
Kristen,Olson,intermediate
Sherry,Rodriguez,beginner
Erica,Olson,beginner
Casey,Day,expert
Bernard,Herrera,expert
Michael,Hill,expert
Thomas,Powers,beginner
Jeffery,Davis,expert
Andrew,Parker,intermediate
Sara,Rodriguez,expert
Brandon,Marsh,beginner
Nathan,Wang,beginner
Eric,Alexander,intermediate
Dana,Brooks,intermediate
Debbie,Fisher,intermediate
Lori,Morgan,beginner
Bruce,Pittman,beginner
Brian,Key,expert
Melanie,Sharp,intermediate
Cameron,Brown,expert
Stefanie,Martin,beginner
Jennifer,Bowers,intermediate
Jonathan,Moore,intermediate
Lauren,Jones,expert
John,Conner,intermediate
Peter,Sullivan,expert
Amanda,Morris,intermediate
Ashley,Reynolds,intermediate
Derek,Lin,beginner
James,Gonzalez,expert
Bryan,Huynh,expert
Kelly,Gonzalez,expert
Malik,Dillon,beginner
John,Jackson,intermediate
Dan,Wilson,intermediate
Regina,Williams,intermediate
Joshua,Hopkins,beginner
Sheryl,Short,intermediate
Christine,Mooney,expert
Barbara,Diaz,beginner
Ryan,Ray,intermediate
April,Olson,intermediate
Peter,Strong,expert
Donald,Jackson,intermediate
Christopher,Griffin,intermediate
Sarah,Thompson,intermediate
Jessica,Baker,intermediate
Michael,Perez,intermediate
Angel,Hughes,expert
Robert,Alexander,expert
Michael,Matthews,intermediate
Barry,Spence,expert
Theresa,Smith,beginner
Patricia,Kane,expert
Justin,Spencer,beginner
Annette,Chapman,expert
Patricia,Cross,beginner
Michael,Galvan,beginner
Brenda,Ferrell,beginner
Sarah,Martin,expert
Philip,Caldwell,expert
Roy,Welch,expert
Shannon,Bullock,intermediate
Anne,Nolan,beginner
John,Aguirre,expert
Dana,Crawford,intermediate
Jennifer,Fox,intermediate
Patrick,Holmes,expert
Danielle,Castro,beginner
Courtney,Hernandez,intermediate
Robert,Garcia,expert
Scott,Evans,intermediate
Douglas,Duarte,beginner
Mark,Vasquez,beginner
Shane,Stevens,intermediate
John,Flores,intermediate
Timothy,Allen,expert
Emily,Robinson,expert
Terri,Gilbert,expert
Christopher,Watkins,intermediate
Olivia,Sanchez,intermediate
Jamie,Whitney,intermediate
Gary,Johnson,expert
Elizabeth,Ruiz,expert
Patrick,Wright,beginner
Alexandria,Hernandez,expert
Madison,Warren,expert
Michael,Blackburn,expert
Jesse,Moody,beginner
Danielle,Shaw,intermediate
Benjamin,Stewart,expert
Brian,Barnett,expert
Scott,Haynes,expert
Robert,Hebert,expert
Richard,Dalton,intermediate
Anthony,Robinson,expert
Kristen,Miller,expert
Kristen,Taylor,beginner
Philip,Little,beginner
Leslie,Atkinson,beginner
Robert,Combs,beginner
Matthew,Mosley,intermediate
Selena,Thomas,intermediate
Angela,Franklin,expert
Jimmy,Willis,expert
Sherri,Jones,intermediate
Timothy,Gonzalez,expert
Robert,Williams,expert
Amber,Jackson,expert
Christy,Cabrera,beginner
Lindsay,Landry,intermediate
Ryan,Bradshaw,intermediate
Danielle,Thomas,beginner
Amber,Goodman,intermediate
Timothy,Shaffer,intermediate
Jose,Martinez,beginner
Cheryl,Mcguire,intermediate
Carl,Myers,intermediate
John,Jones,intermediate
Mary,Anderson,intermediate
Joseph,Cervantes,expert
Eric,Vargas,beginner
Connor,Long,intermediate
Kevin,Hernandez,beginner
Lisa,Hubbard,intermediate
James,Guerrero,expert
Briana,Miller,beginner
Rodney,Dickerson,beginner
Scott,Randall,intermediate
Kimberly,Jones,expert
Derrick,Chang,intermediate
Stephen,Young,beginner
John,Diaz,intermediate
Karen,Brown,intermediate
Lori,Berry,expert
David,Farmer,expert
Mason,Garner,intermediate
Mary,Ortiz,beginner
Ashley,Sanchez,expert
Oscar,Wood,beginner
Susan,Adams,expert
Alexander,Moore,beginner
Sally,Cox,intermediate
Norma,Santiago,intermediate
Terry,Bolton,beginner
Deborah,Byrd,expert
Pamela,Schneider,beginner
Joseph,Cruz,intermediate
David,Robinson,beginner
Cindy,Jimenez,intermediate
Mikayla,Malone,beginner
Kelly,Steele,intermediate
Kaitlyn,Valencia,intermediate
Kristen,Reynolds,expert
Kara,Melton,intermediate
Sally,Berry,intermediate
Jesse,Hayes,intermediate
Sean,Sims,beginner
Rachel,Hale,beginner
Karen,Williams,expert
Emily,Leonard,beginner
Kevin,Nelson,expert
Emma,Vincent,expert
James,Graham,expert
Brian,Johnson,beginner
Jeffrey,Rodriguez,expert
Antonio,Obrien,expert
Natasha,Glover,beginner
Katherine,Ford,intermediate
James,Smith,beginner
Jennifer,Griffin,intermediate
Javier,Cortez,intermediate
James,Ellison,beginner
Donna,Dyer,intermediate
Melanie,Avila,beginner
Emma,Harmon,beginner
Thomas,Sims,beginner
Matthew,Harris,expert
Frances,Morgan,beginner
Debra,Miller,expert
Dustin,Lewis,intermediate
Mary,Allison,expert
Jenna,Hernandez,expert
Kristen,Ford,intermediate
Jennifer,Russell,beginner
Regina,Valencia,intermediate
Christopher,Hicks,beginner
Shirley,Fields,intermediate
Kyle,Ford,intermediate
James,Diaz,beginner
Marc,Gomez,expert
Stephen,Gregory,intermediate
Ellen,Clark,beginner
Kenneth,Williams,intermediate
Elizabeth,Tate,beginner
Kelly,Torres,beginner
Bernard,Wood,expert
Jose,Rodriguez,beginner
Stephen,Roberts,expert
Matthew,Robinson,beginner
Nathan,Walker,expert
Nicole,Walker,intermediate
Angela,Douglas,expert
Kyle,Mann,beginner
Melinda,Richmond,expert
Kayla,Watson,expert
Ryan,Ibarra,intermediate
Reginald,Morales,expert
Valerie,Gross,intermediate
Mary,Saunders,expert
Kathryn,Ingram,intermediate
Michelle,Roberson,intermediate
Brandon,Calderon,beginner
James,Cordova,expert
Lindsey,Michael,intermediate
Phillip,Johnson,intermediate
Travis,Coleman,beginner
Jessica,Smith,intermediate
James,Williamson,beginner
Christopher,Davis,beginner
Evan,Moreno,beginner
Laura,Nguyen,intermediate
Jonathon,Davis,beginner
Kathy,Williams,beginner
Megan,Dixon,intermediate
Michael,Williams,beginner
Cheryl,Meyer,intermediate
Richard,Boyd,beginner
Robin,Austin,expert
Jesus,Rodriguez,intermediate
Hannah,Stone,expert
Allison,Smith,expert
Bryan,Gonzalez,beginner
Derek,Lowe,beginner
Kristine,Duran,expert
Holly,Baker,expert
Jose,Roberts,beginner
Patricia,Jones,intermediate
Michele,Quinn,intermediate
Jesse,Garza,expert
Daniel,Collins,beginner
Arthur,Conner,beginner
Tracy,Reese,expert
Cory,Rowe,intermediate
Samantha,Cook,intermediate
Todd,Johnson,beginner
Jacob,Duncan,beginner
Francisco,Brady,intermediate
Angela,Allen,intermediate
John,Cooper,intermediate
Nicole,Pace,intermediate
Jason,Nguyen,beginner
Tina,Black,expert
Denise,Moore,beginner
Timothy,Cruz,expert
Annette,Perez,beginner
Matthew,Humphrey,beginner
Joseph,Rivera,expert
John,Stevens,beginner
Stephanie,Gilbert,beginner
April,Choi,intermediate
Albert,Pratt,expert
Karen,Thompson,beginner
Janice,Martinez,expert
Kyle,Marquez,expert
Lisa,Petersen,expert
Jared,Torres,intermediate
Ronald,Brady,beginner
Steven,Williams,beginner
Morgan,Davis,expert
Eric,Brown,expert
Diana,Caldwell,intermediate
Angela,Thompson,expert
Zachary,Jimenez,beginner
Cindy,Eaton,expert
Sarah,Smith,beginner
Donna,Horne,intermediate
Kelly,Watts,intermediate
Paul,Hall,expert
Craig,Harmon,expert
Patrick,Wood,expert
Eric,White,intermediate
Stacy,Davis,beginner
Brian,Warren,expert
Rodney,Ross,expert
Justin,Sampson,beginner
Sarah,Jacobs,intermediate
Melissa,Ali,intermediate
Benjamin,Jenkins,expert
Christopher,Morton,intermediate
Melissa,Thomas,intermediate
Susan,Park,expert
Norma,Campbell,intermediate
Christine,Salazar,intermediate
Kristina,Reyes,beginner
Donna,Mitchell,expert
Molly,Johnson,intermediate
Sara,Carey,intermediate
Adrian,Long,beginner
Amanda,Cook,intermediate
Eugene,Johnson,intermediate
Chad,Stuart,expert
Hannah,Williams,beginner
Elizabeth,Robinson,intermediate
Joel,Schneider,beginner
Lori,Cortez,intermediate
Michael,Gonzalez,expert
Steven,Thomas,intermediate
Caitlin,Smith,intermediate
David,Reyes,beginner
Jonathan,Woods,expert
Sabrina,Sellers,intermediate
Eric,Jacobs,beginner
Sheila,Martin,intermediate
Daniel,Mcfarland,intermediate
Juan,Mcmahon,expert
Samantha,Patterson,expert
Cameron,Nielsen,intermediate
Karen,Bennett,beginner
John,Johnson,beginner
Jose,Ramos,intermediate
April,Davies,beginner
Benjamin,Chase,expert
Brian,Gonzalez,intermediate
Morgan,Bradley,expert
Richard,Stuart,beginner
Jennifer,Chan,expert
Chelsea,Hernandez,intermediate
Abigail,Fisher,expert
Spencer,Lee,beginner
Jennifer,Simpson,intermediate
Troy,Matthews,expert
Ronald,Jones,expert
Lindsey,Santos,expert
Brent,Hawkins,intermediate
Ian,Chavez,beginner
Gene,Jones,expert
George,Smith,intermediate
Sarah,Gates,intermediate
Gregory,Krause,intermediate
Jessica,Roth,beginner
Mary,Stuart,beginner
Christopher,Hutchinson,expert
Jose,Robinson,intermediate
John,Taylor,expert
Travis,Martin,expert
Richard,Reed,intermediate
Bruce,Kline,beginner
Tiffany,Ponce,intermediate
Edgar,Richardson,expert
Pamela,Harrison,intermediate
Brittney,Greer,intermediate
Aaron,Anderson,expert
Crystal,Yang,intermediate
Amanda,Sexton,beginner
Robert,Ward,intermediate
Ashley,Shaffer,intermediate
Matthew,Riley,intermediate
Gary,Powell,beginner
Robin,Lopez,beginner
Stephanie,Jones,expert
Nancy,Vasquez,beginner
John,Hernandez,expert
Karen,Meadows,expert
Daniel,Sanders,expert
David,Sherman,expert
Jennifer,Jones,beginner
Carol,Welch,beginner
Aaron,Allen,beginner
Allen,Foster,beginner
Brandon,Perez,beginner
Amanda,Brown,expert
James,Pugh,expert
Scott,Allen,expert
Colleen,Perez,beginner
Victoria,Lee,beginner
Elizabeth,Thornton,intermediate
Zachary,Ellis,beginner
Debbie,Owens,expert
Joshua,Townsend,beginner
James,Gutierrez,beginner
Alison,Bennett,beginner
Walter,Collins,intermediate
Roy,Williams,beginner
Barbara,Parker,expert
Paul,Morris,beginner
Julia,Bartlett,intermediate
Dana,Taylor,intermediate
Richard,Vargas,beginner
Shane,Harris,beginner
Marisa,Price,beginner
Rhonda,Stevens,expert
Charles,Wilson,intermediate
Douglas,Jimenez,expert
Thomas,Wheeler,intermediate
Rachel,Moore,intermediate
Teresa,Burch,beginner
Craig,Patel,beginner
Michael,Brown,expert
Stacy,Chandler,beginner
George,Taylor,beginner
Nancy,Oconnell,beginner
Leah,Zimmerman,beginner
Lauren,Harris,beginner
Gregory,Marshall,expert
Timothy,Davis,expert
Eric,Warren,expert
Deborah,Simpson,intermediate
Jacqueline,Miller,beginner
John,Casey,expert
Joshua,Brown,beginner
Timothy,Pratt,beginner
Lisa,Mitchell,intermediate
Jennifer,Glover,intermediate
Cathy,Lewis,beginner
Martha,Morales,expert
Penny,Ford,beginner
Diana,Rivas,beginner
Janet,Marshall,beginner
Joshua,Daniels,beginner
Robert,Thomas,intermediate
Bradley,Clark,beginner
Joshua,Hull,beginner
Lori,Lam,intermediate
Rebecca,Ball,intermediate
Nina,Martinez,beginner
Tabitha,Graves,intermediate
Jimmy,Ward,intermediate
Gregory,Whitney,beginner
Amanda,Ross,expert
Alexandra,Coleman,expert
Margaret,Mays,expert
Jack,Calhoun,beginner
Kevin,Schmidt,expert
Michael,Moran,intermediate
Edwin,Cruz,expert
Susan,Becker,expert
Amanda,Parks,beginner
Susan,Mills,expert
James,Miller,beginner
Richard,York,intermediate
Stephanie,Trujillo,beginner
Mary,Norman,intermediate
Laura,Dunn,intermediate
Brett,Smith,intermediate
Tracy,Jones,expert
George,Thornton,expert
Kristin,Becker,expert
James,Kelley,beginner
Jesse,Brandt,beginner
Robert,Ferguson,intermediate
Cheryl,Butler,beginner
Theresa,Bryant,intermediate
Laura,Brady,expert
Rodney,Carrillo,expert
Brandon,Adams,intermediate
Kathryn,Mclaughlin,beginner
Monica,Reyes,expert
George,Jackson,beginner
Edgar,Cox,intermediate
Timothy,Long,beginner
Michael,Murphy,beginner
Deborah,Higgins,expert
Susan,Scott,beginner
Diana,Marshall,expert
George,Cochran,intermediate
Evan,Stanley,intermediate
Tyler,Perez,beginner
Stephen,Walker,expert
Anthony,Williamson,expert
Joseph,Woods,beginner
Karen,George,expert
Kaitlin,Williams,expert
Ann,Powell,expert
Kenneth,Ball,expert
Michael,Allen,intermediate
Patricia,Davis,intermediate
Barbara,Harris,beginner
Robert,Liu,intermediate
Daniel,Francis,beginner
Alan,Meyers,intermediate
Erin,Davis,intermediate
Jennifer,Ramirez,beginner
Anna,Jones,expert
Karen,Lawrence,expert
Alicia,Camacho,beginner
Danny,Lee,expert
Roger,Smith,intermediate
Timothy,Scott,expert
Samuel,Diaz,intermediate
Michael,Martinez,expert
Alan,Hart,expert
Jeffrey,Thomas,expert
Kyle,Burton,beginner
Edward,Black,intermediate
Sandra,Sellers,beginner
Sean,Pierce,expert
Michael,Morse,beginner
Curtis,Murray,intermediate
Kathleen,Hill,expert
Robert,Cameron,intermediate
Charlene,Mcintyre,beginner
Isaiah,Williams,intermediate
Christian,Garrison,expert
Sandra,Hernandez,beginner
Charles,Rodriguez,beginner
Anna,Nielsen,beginner
Ryan,Hess,beginner
Hayley,Yu,beginner
Jonathan,Jackson,beginner
Donna,French,beginner
Angel,Lee,beginner
Eric,Turner,intermediate
Angela,Howe,expert
James,Hernandez,expert
Frank,Davis,expert
Mark,Price,intermediate
Angelica,Hale,beginner
Ralph,Gilbert,intermediate
Lonnie,Kelley,expert
